institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),2025,1,253046,253046,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,20888,29653,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,43793,49400,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,GEN-PwD,Gender-Neutral,2025,1,612457,612457,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,32852,32852,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,49494,49494,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,32149,34389,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,62261,62261,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,119232,133909,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,230519,233490,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,21701,24105,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,27433,28128,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,163591,163591,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,13737,17489,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,27368,27853,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,18718,19157,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,21474,22734,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,59114,84738,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,162800,169321,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,33460,50504,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,63542,64613,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,65104,65104,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),2025,1,64698,64698,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,92631,96172,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Female-only (including Supernumerary),2025,1,185699,210272,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,190248,194980,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),2025,1,189721,189721,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,31064,35904,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,52990,57560,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,GEN-PwD,Gender-Neutral,2025,1,604507,604507,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,36317,37500,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,60855,60855,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,37139,39974,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,61178,70864,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,133072,137978,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,188009,188009,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,199738,207283,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,707893,707893,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,242940,247416,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,75912,113390,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,91304,127165,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,116072,133832,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),2025,1,136351,136351,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,158746,212890,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC,Female-only (including Supernumerary),2025,1,300290,424788,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,277679,285483,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),2025,1,263583,263583,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,54180,59740,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,79643,83059,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,60410,62682,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,92035,92035,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,60086,64822,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,94772,94772,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-PwD,Gender-Neutral,2025,1,941036,941036,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,188995,198858,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,257294,274274,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),2025,1,324768,324768,Punjab,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",All India,EWS,Gender-Neutral,2025,1,1129,1129,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,GEN,Gender-Neutral,2025,1,415,1638,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,GEN,Female-only (including Supernumerary),2025,1,1315,1315,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,EWS,Gender-Neutral,2025,1,28318,28318,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC,Gender-Neutral,2025,1,3388,5646,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC,Female-only (including Supernumerary),2025,1,5089,7477,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,ST,Gender-Neutral,2025,1,19282,19282,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,GEN,Gender-Neutral,2025,1,97,967,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,GEN-PwD,Gender-Neutral,2025,1,59041,59041,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,2025,1,1396,1396,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Female-only (including Supernumerary),2025,1,3110,3110,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC,Gender-Neutral,2025,1,1991,2004,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,SC,Gender-Neutral,2025,1,4828,4828,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Gender-Neutral,2025,1,5311,5311,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Architecture and Planning for DASA-CIWG (5 Years, Bachelor of Architecture)",DASA-CIWG,GEN,Gender-Neutral,2025,1,11084,11084,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,6828,7102,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,9468,9468,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,10732,10982,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,6581,7777,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,7965,9792,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,19019,19019,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,11563,11563,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,97193,97193,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,104275,261513,Rajasthan,NIT
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,GEN,Gender-Neutral,2025,1,463786,907544,Rajasthan,NIT
